,Q2A1,Q5_1,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,CQ14_1T,D_COU,D_GEN,D_AGE,Q16_a,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A9,Q15_2A10,Q15_2A11,Q15_2A12,Q10_2A1
1489,,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,2.0,1,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0
1490,2.0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,2.0,0,2.0,4.0,1,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,78.0
1491,2.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4.0,1,2.0,3.0,1,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,13.0
1492,,3.0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,3.0,0,2.0,2.0,1,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,77.0
1493,4.0,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,2.0,1,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,34.0
1494,2.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2.0,0,1.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,80.0
1495,,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3.0,0,1.0,3.0,1,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,1.0
1496,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
1497,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,0,1.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
1498,,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4.0,0,1.0,6.0,1,5.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0
1499,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,2.0,1,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,80.0
1500,,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,59.0
1501,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4.0,0,2.0,2.0,1,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0
1502,3.0,3.0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3.0,0,1.0,4.0,1,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0
1503,3.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3.0,0,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,72.0
1504,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,0,1.0,1.0,1,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0
1505,3.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,4.0,0,2.0,4.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,57.0
1506,3.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,5.0,1,2.0,2.0,1,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,1.0
1507,,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1,1.0,5.0,0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0
1508,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,2.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0
1509,,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,2.0,4.0,1,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,57.0
1510,,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
1511,2.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1,2.0,3.0,1,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0
1512,,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1.0,1,1.0,4.0,1,3.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0
1513,2.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,6.0,1,1.0,2.0,1,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0
1514,2.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,2.0,6.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,1.0
1515,3.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4.0,1,1.0,3.0,1,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,16.0
1516,2.0,1.0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,5.0,1,1.0,2.0,0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,57.0
1517,3.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6.0,1,1.0,5.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0
1518,,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6.0,1,1.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,556.0
1519,2.0,1.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,2.0,0,2.0,4.0,0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0
1520,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,0,2.0,4.0,1,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,72.0
1521,,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.0,1,2.0,2.0,1,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,10.0
1522,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,2.0,2.0,0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,15.0
1523,,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1,1.0,2.0,1,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,10.0
1524,,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1.0,3.0,1,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,1.0
1525,3.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,3.0,1,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0
1526,3.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
1527,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.0,0,1.0,1.0,1,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,57.0
1528,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,1.0,1,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0
1529,3.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,3.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
1530,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1531,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,0,2.0,2.0,1,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0
1532,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.0,0,1.0,3.0,1,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,57.0
1533,,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,4.0,1,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,106.0
1534,4.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2.0,0,1.0,3.0,1,4.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,112.0
1535,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,0,2.0,2.0,1,4.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,108.0
1536,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,107.0
1537,2.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2.0,0,2.0,5.0,1,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,107.0
1538,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2.0,0,1.0,3.0,1,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,107.0
1539,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2.0,0,2.0,5.0,1,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,92.0
1540,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2.0,0,2.0,2.0,0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,107.0
1541,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.0,0,1.0,5.0,1,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,108.0
1542,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,2.0,2.0,1,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,107.0
1543,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0,1.0,2.0,0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,110.0
1544,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,97.0
1545,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0,5.0,1,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,112.0
1546,3.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3.0,0,1.0,2.0,1,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,57.0
1547,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,109.0
1548,3.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,2.0,0,2.0,3.0,0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,107.0
1549,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,0,2.0,2.0,1,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,112.0
1550,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.0,0,2.0,5.0,1,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,83.0
1551,,2.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,2.0,0,1.0,3.0,0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,106.0
1552,2.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1.0,0,1.0,3.0,1,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,111.0
1553,3.0,1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2.0,0,1.0,2.0,1,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,57.0
1554,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0,0,2.0,2.0,1,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,110.0
1555,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2.0,0,1.0,3.0,0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,83.0
1556,,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1.0,3.0,0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,107.0
1557,3.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3.0,0,2.0,3.0,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,111.0
1558,3.0,1.0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
1559,4.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0,1.0,3.0,1,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,108.0
1560,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,0,1.0,3.0,1,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0
1561,2.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,0,1.0,5.0,1,3.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,93.0
1562,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,1,1.0,2.0,0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0
1563,2.0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,2.0,0,2.0,3.0,0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,108.0
1564,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0,1.0,5.0,0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,112.0
1565,3.0,1.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,3.0,0,2.0,2.0,0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,108.0
1566,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,0,1.0,2.0,1,3.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,108.0
1567,,1.0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2.0,0,1.0,3.0,1,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,107.0
1568,,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,1,1.0,3.0,1,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,107.0
1569,3.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2.0,0,1.0,2.0,1,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0
1570,2.0,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,2.0,0,2.0,3.0,1,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0
1571,4.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,2.0,3.0,1,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,106.0
1572,,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,3.0,0,1.0,2.0,1,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,10.0
1573,3.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,2.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0
1574,2.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,2.0,0,2.0,3.0,1,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0
1575,3.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,2.0,0,1.0,2.0,1,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0
1576,3.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.0,0,2.0,2.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,107.0
1577,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3.0,0,1.0,5.0,1,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,93.0
1578,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,665.0
1579,3.0,1.0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2.0,0,2.0,2.0,1,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0
1580,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4.0,0,2.0,4.0,1,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,107.0
1581,2.0,1.0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2.0,0,2.0,4.0,1,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,92.0
1582,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2.0,1,1.0,4.0,1,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0
1583,,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,4.0,1,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,106.0
1584,,3.0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,3.0,0,2.0,4.0,1,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,106.0
1585,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2.0,0,1.0,2.0,0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,83.0
1586,,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2.0,1,1.0,2.0,0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0
1587,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1.0,0,2.0,4.0,1,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,107.0
1588,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2.0,1,1.0,3.0,0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,106.0
1589,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3.0,0,1.0,3.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,107.0
1590,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2.0,0,2.0,3.0,0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,107.0
1591,3.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2.0,0,1.0,2.0,0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0
1592,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3.0,0,2.0,5.0,1,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,112.0
1593,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,107.0
1594,2.0,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,2.0,0,1.0,5.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,92.0
1595,2.0,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,3.0,0,2.0,4.0,1,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,112.0
1596,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3.0,0,2.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,83.0
1597,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.0,0,1.0,3.0,1,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,107.0
1598,3.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2.0,0,1.0,2.0,1,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0
1599,4.0,2.0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1.0,0,2.0,3.0,1,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,107.0
1600,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1.0,0,2.0,2.0,1,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0
1601,3.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3.0,0,2.0,5.0,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,101.0
1602,3.0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2.0,0,2.0,2.0,1,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,107.0
1603,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3.0,0,2.0,3.0,0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0
1604,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3.0,0,2.0,4.0,1,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,83.0
1605,,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,4.0,1,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,40.0
1606,,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,3.0,1,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
1607,3.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4.0,0,2.0,5.0,1,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,107.0
1608,2.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2.0,0,2.0,4.0,1,5.0,3.0,0.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,112.0
1609,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3.0,0,2.0,4.0,1,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,83.0
1610,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,0,2.0,2.0,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,83.0
1611,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3.0,0,1.0,2.0,1,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,84.0
1612,,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,0,2.0,2.0,1,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,107.0
1613,3.0,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,3.0,1,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,111.0
1614,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,3.0,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,83.0
1615,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,4.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,110.0
1616,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1.0,0,2.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,110.0
1617,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,5.0,1,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,0.0,112.0
