,Q2A1,Q5_1,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,CQ14_1T,D_COU,D_GEN,D_AGE,Q16_a,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A9,Q15_2A10,Q15_2A11,Q15_2A12,Q10_2A1
1179,,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1.0,2.0,1,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,413.0
1180,3.0,1.0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,2.0,1,2.0,3.0,1,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,83.0
1181,4.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,43.0
1182,,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,5.0,1,4.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0
1183,4.0,2.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2.0,0,2.0,3.0,0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0
1184,,3.0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1.0,0,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0
1185,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,5.0,0,2.0,3.0,1,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,57.0
1186,3.0,1.0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,5.0,1,1.0,3.0,1,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,107.0
1187,4.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5.0,1,1.0,4.0,1,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,38.0
1188,2.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,4.0,0,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0
1189,4.0,2.0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,4.0,1,1.0,4.0,1,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0
1190,,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.0,1,1.0,3.0,0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,108.0
1191,2.0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,5.0,0,2.0,3.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,77.0
1192,4.0,2.0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,4.0,1,1.0,3.0,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,109.0
1193,4.0,3.0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,2.0,0,2.0,2.0,1,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0
1194,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,1.0,4.0,1,5.0,5.0,4.0,5.0,4.0,4.0,0.0,5.0,5.0,4.0,5.0,5.0,1.0
1195,4.0,2.0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2.0,0,2.0,2.0,0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,8.0
1196,4.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4.0,1,1.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,5.0,27.0
1197,,2.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.0,1,1.0,6.0,1,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,60.0
1198,,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5.0,1,1.0,4.0,1,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0
1199,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4.0,1,2.0,4.0,1,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0
1200,3.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.0,1,2.0,3.0,1,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0
1201,3.0,1.0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2.0,0,2.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0
1202,,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1.0,4.0,1,5.0,5.0,5.0,3.0,2.0,0.0,3.0,4.0,1.0,3.0,5.0,5.0,68.0
1203,2.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0
1204,2.0,1.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5.0,1,1.0,5.0,0,5.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0
1205,4.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3.0,0,1.0,4.0,1,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0
1206,3.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,1,2.0,2.0,0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,1.0
1207,4.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,4.0,1,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,77.0
1208,,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,4.0,1,1.0,3.0,1,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,1.0
1209,4.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,4.0,1,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0
1210,2.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,5.0,1,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,1.0
1211,4.0,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3.0,1,1.0,6.0,1,5.0,5.0,5.0,5.0,5.0,0.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0
1212,3.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,1,2.0,3.0,0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0
1213,4.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,2.0,1,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,6.0
1214,2.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,3.0,1,1.0,1.0,1,4.0,5.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,62.0
1215,,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0,1,1.0,3.0,1,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0
1216,,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,3.0,1,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,106.0
1217,2.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,3.0,1,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,14.0
1218,,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3.0,1,2.0,3.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,107.0
1219,2.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.0,0,2.0,4.0,0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,1.0
1220,2.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,4.0,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0
1221,,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5.0,0,1.0,5.0,1,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0
1222,,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4.0,0,1.0,2.0,1,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,10.0
1223,,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,249.0
1224,,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4.0,1,1.0,2.0,1,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,662.0
1225,2.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6.0,1,1.0,2.0,1,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0
1226,,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6.0,1,1.0,3.0,1,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,43.0
1227,,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5.0,1,1.0,2.0,0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,10.0
1228,,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.0,1,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0
1229,,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.0,1,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
1230,2.0,1.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,5.0,1,2.0,1.0,1,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,5.0,1.0
1231,,3.0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,3.0,0,2.0,1.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0
1232,2.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1.0,1,2.0,3.0,1,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0
1233,,3.0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,4.0,1,2.0,2.0,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,31.0
1234,,2.0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,4.0,1,2.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,107.0
1235,4.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,16.0
1236,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,1,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,9.0
1237,3.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,10.0
1238,3.0,1.0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2.0,0,2.0,3.0,1,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,72.0
1239,,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1.0,4.0,1,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,206.0
1240,,3.0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,2.0,1,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,16.0
1241,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1.0,1,2.0,2.0,1,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,4.0
1242,,2.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3.0,0,2.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0
1243,,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1.0,4.0,1,4.0,5.0,5.0,4.0,4.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,1.0
1244,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1.0,0,1.0,3.0,1,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0
1245,3.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
1246,3.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1,1.0,3.0,1,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,61.0
1247,,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1.0,4.0,1,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,107.0
1248,3.0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5.0,0,2.0,4.0,1,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,13.0
1249,,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1,2.0,3.0,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0
1250,2.0,1.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,3.0,1,2.0,2.0,1,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
1251,3.0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3.0,0,1.0,5.0,1,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,57.0
1252,3.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,3.0,0,2.0,3.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,108.0
1253,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
1254,4.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,3.0,4.0,4.0,14.0
1255,,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1.0,3.0,1,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,572.0
1256,,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4.0,0,1.0,4.0,1,4.0,4.0,0.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,14.0
1257,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0,1.0,3.0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,57.0
1258,4.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,6.0,1,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0
1259,,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1.0,4.0,1,4.0,4.0,4.0,5.0,5.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
1260,2.0,1.0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,6.0,0,2.0,3.0,1,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0
1261,2.0,2.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,1.0,3.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
1262,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2.0,0,2.0,5.0,1,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0
1263,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,3.0,1,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0
1264,3.0,1.0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,4.0,0,1.0,1.0,1,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,109.0
1265,,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,68.0
1266,3.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.0,0,2.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
1267,,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,98.0,1,2.0,4.0,1,5.0,0.0,5.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,4.0,0.0,7.0
1268,,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,1.0,6.0,0,4.0,3.0,3.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,301.0
1269,4.0,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3.0,0,2.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0
1270,,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1,1.0,4.0,1,5.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,391.0
1271,4.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
1272,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,0,2.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,80.0
1273,3.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,5.0,1,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,1.0
1274,,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,4.0,1,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,14.0
1275,3.0,2.0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,3.0,0,1.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,107.0
1276,,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1.0,4.0,1,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,441.0
1277,2.0,2.0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1.0,0,2.0,4.0,1,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0
1278,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3.0,0,1.0,1.0,1,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0
1279,2.0,1.0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,3.0,0,1.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,57.0
1280,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4.0,0,1.0,3.0,0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,57.0
1281,2.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1.0,5.0,1,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,111.0
1282,4.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1.0,4.0,1,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0
1283,,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1.0,2.0,1,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,111.0
1284,2.0,1.0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2.0,0,2.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,82.0
1285,2.0,1.0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,5.0,0,1.0,2.0,1,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,62.0
1286,2.0,1.0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,6.0,0,2.0,4.0,1,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0
1287,,1.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2.0,1,2.0,2.0,0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,10.0
1288,,1.0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,3.0,1,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,5.0,5.0,57.0
1289,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,1.0,2.0,1,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0
1290,,1.0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,5.0,1,2.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
1291,,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,2.0,0,2.0,4.0,0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,14.0
1292,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0
1293,4.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4.0,0,1.0,3.0,1,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0
1294,4.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,0,2.0,5.0,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,64.0
1295,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,5.0,0,2.0,2.0,1,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,57.0
1296,4.0,1.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4.0,0,2.0,4.0,1,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0
1297,,2.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,2.0,0,1.0,3.0,1,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
1298,,3.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3.0,0,1.0,3.0,1,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0
1299,4.0,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0,2.0,3.0,1,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0
1300,,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,2.0,2.0,1,4.0,4.0,4.0,5.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0
1301,2.0,1.0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1.0,0,1.0,4.0,1,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0
1302,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,80.0
1303,4.0,2.0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,2.0,0,1.0,2.0,1,1.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0
1304,4.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,2.0,3.0,1,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,57.0
1305,,2.0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,2.0,0,2.0,3.0,1,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,1.0
1306,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3.0,0,2.0,2.0,1,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0
1307,2.0,1.0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,2.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0
